								
	DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA	
	11	12	4	2025	21:28:00	Aguas quietas	EEUU	Luz
	11	12	4	2025	21:27:00	No especificado	No especificado	Luz
	11	12	4	2025	21:27:00	Helotes	EEUU	Luz
	10	12	4	2025	21:26:00	Bulverde	EEUU	Luz
	9	12	4	2025	21:19:00	Alton	EEUU	Luz
	9	12	4	2025	20:07:00	Ciudad de Huachuca	EEUU	Luz
	8	12	4	2025	2:30:00	Wellsville	EEUU	Luz
	8	11	4	2025	22:05:00	Schaumburg	EEUU	Luz
	7	11	4	2025	21:59:00	Oak Creek	EEUU	Luz
	6	11	4	2025	20:00:00	No especificado	No especificado	Luz
	6	11	4	2025	1:08:00	Frankfurt am Main	Alemania	Luz
	4	10	4	2025	4:15:00	Saintes-Maries-de-la-Mer	Francia	Luz
	3	9	4	2025	22:05:00	Merced	EEUU	Luz
	1	9	4	2025	5:30:00	Santa Monica	EEUU	Luz
	31	8	4	2025	22:30:00	No especificado	Reino Unido	Luz
	30	8	4	2025	22:22:00	Alftanes	Islandia	Luz
	29	7	4	2025	20:45:00	Wyoming	EEUU	Luz
	28	6	4	2025	21:15:00	Lone Jack	EEUU	Luz
	27	6	4	2025	21:12:00	Delray Beach	EEUU	Luz
	27	4	4	2025	0:55:00	Boise	EEUU	Luz
	26	3	4	2025	1:30:00	Meridian	EEUU	Luz
	25	1	4	2025	23:40:00	Boyertown	EEUU	Luz
	25	31	3	2025	23:13	Groningen	Países Bajos	Luz
	25	30	3	2025	10:30	Plymouth	Reino Unido	Luz
	25	29	3	2025	20:45	Collins	EEUU	Luz
	25	28	3	2025	4:00	Abedul	EEUU	Luz
	24	27	3	2025	23:17	Helen	EEUU	Luz
	24	27	3	2025	20:03	Erbil	Irak	Luz
	23	26	3	2025	23:28	Everson	EEUU	Luz
	22	25	3	2025	23:24	Helen	EEUU	Luz
	22	25	3	2025	20:42	Petersburgo	EEUU	Luz
	19	25	3	2025	20:30	Monte Airy	EEUU	Luz
	19	25	3	2025	20:30	Gatito Halcón	EEUU	Luz
	18	25	3	2025	3:22	No especificado	Brasil	Luz
	16	24	3	2025	20:00	Fetcham	Reino Unido	Luz
	15	24	3	2025	19:50	Oswestry	Reino Unido	Luz
	15	23	3	2025	21:27	Hollywood	EEUU	Luz
	15	22	3	2025	22:00	Los Ángeles	EEUU	Luz
	15	22	3	2025	21:30	Collins	EEUU	Luz
	15	19	3	2025	22:30	Lone Pine	EEUU	Luz
	14	19	3	2025	21:30	Key Largo	EEUU	Luz
	14	18	3	2025	2:40	Red Hook	EEUU	Luz
	14	16	3	2025	22:03	Columbia Occidental	EEUU	Luz
	14	15	3	2025	22:30	Collins	EEUU	Luz
	12	15	3	2025	21:51	Rancho Giffen Cantua	EEUU	Luz
	12	15	3	2025	21:00	Dallas	EEUU	Luz
	12	15	3	2025	20:00	Lovelock	EEUU	Luz
	11	15	3	2025	6:04	Hemet	EEUU	Luz
	10	14	3	2025	20:36	Alturas de Monfort	EEUU	Luz
	10	14	3	2025	19:50	Kintnersville	EEUU	Luz
	10	14	3	2025	5:41	Brattleboro	EEUU	Luz
	9	14	3	2025	3:40	Marion	EEUU	Luz
	9	12	3	2025	20:34:00	Racine	EEUU	Luz
	8	12	3	2025	20:10:00	Indianápolis	EEUU	Luz
	6	12	3	2025	1:00:00	Gainesville	EEUU	Luz
	6	11	3	2025	7:20:00	Richburg	EEUU	Luz
	6	10	3	2025	23:30:00	Raglan	Nueva Zelanda	Luz
	6	10	3	2025	20:40:00	Norwich	EEUU	Luz
	5	10	3	2025	6:27:00	Vancouver	EEUU	Luz
	3	9	3	2025	20:35:00	Windom	EEUU	Luz
	3	9	3	2025	4:24:00	No especificado	No especificado	Luz
	2	8	3	2025	22:04:00	No especificado	Australia	Luz
	1	6	3	2025	20:40:00	Oriya	India	Luz
	1	6	3	2025	18:40:00	Titusville	EEUU	Luz
	28	6	3	2025	18:40:00	Venecia	EEUU	Luz
	27	6	3	2025	5:05:00	Colwood	Canadá	Luz
	27	5	3	2025	19:25:00	Gibbsboro	EEUU	Luz
	27	3	3	2025	21:35:00	Shippagan	Canadá	Luz
	27	3	3	2025	4:30:00	Abedul	EEUU	Luz
	26	2	3	2025	20:00:00	Collins	EEUU	Luz
	26	1	3	2025	19:40:00	San Antonio	EEUU	Luz
	25	1	3	2025	15:30:00	Playa de Boynton	EEUU	Luz
	25	28	2	2025	21:38	Colorado Springs	EEUU	Luz
	24	27	2	2025	21:20	No especificado	Brasil	Luz
	23	27	2	2025	19:05	Pueblo	EEUU	Luz
	22	27	2	2025	4:38	Abedul	EEUU	Luz
	21	27	2	2025	0:16	Londres	Reino Unido	Luz
	21	26	2	2025	23:00	Barrie	Canadá	Luz
	20	26	2	2025	20:41	Clifton Springs	Australia	Luz
	20	25	2	2025	19:39	Groveland	EEUU	Luz
	19	25	2	2025	18:30	Thurton	Reino Unido	Luz
	19	24	2	2025	20:00	Collins	EEUU	Luz
	18	23	2	2025	5:12	Fulton	EEUU	Luz
	18	22	2	2025	18:42	Tucson	EEUU	Luz
	17	21	2	2025	20:50	No especificado	No especificado	Luz
	17	21	2	2025	4:52	Sherrill	EEUU	Luz
	17	20	2	2025	20:30	San Pablo	EEUU	Luz
	16	20	2	2025	0:50	Newark	EEUU	Luz
	15	19	2	2025	19:51	Galva	EEUU	Luz
	13	19	2	2025	0:02	Lakewood	EEUU	Luz
	12	18	2	2025	17:40	Playa Myrtle	EEUU	Luz
	11	18	2	2025	6:07	Norcross	EEUU	Luz
	11	17	2	2025	21:18	Dominicus	República Dominicana	Luz
	10	17	2	2025	21:00	Acantilado Rojo	EEUU	Luz
	9	17	2	2025	20:15	Cancún	México	Luz
	9	16	2	2025	2:20	Chickasaw	EEUU	Luz
	8	15	2	2025	8:48	Laredo	EEUU	Luz
	7	13	2	2025	19:16	Tracy	EEUU	Luz
	7	12	2	2025	18:52:00	Bothell	EEUU	Luz
	7	11	2	2025	21:30:00	Ridgefield	EEUU	Luz
	6	11	2	2025	20:56:00	Olympia	EEUU	Luz
	5	10	2	2025	18:41:00	Fremont	EEUU	Luz
	5	9	2	2025	21:58:00	No especificado	EEUU	Luz
	5	9	2	2025	4:45:00	Cartago	Costa Rica	Luz
	4	8	2	2025	21:20:00	Roca	EEUU	Luz
	4	7	2	2025	22:15:00	Joubertina	Sudáfrica	Luz
	4	7	2	2025	21:00:00	Puerto Naranja	EEUU	Luz
	4	7	2	2025	20:10:00	Henderson	EEUU	Luz
	4	6	2	2025	20:58:00	Stockport	EEUU	Luz
	4	5	2	2025	20:30:00	Pearblossom	EEUU	Luz
	3	5	2	2025	20:07:00	London	Canadá	Luz
	3	5	2	2025	19:40:00	Jefferson	EEUU	Luz
	3	4	2	2025	20:00:00	Spring Grove	EEUU	Luz
	2	4	2	2025	19:57:00	Stokesdale	EEUU	Luz
	2	4	2	2025	19:55:00	Williamsport	EEUU	Luz
	1	4	2	2025	19:55:00	Waynesburg	EEUU	Luz
	1	4	2	2025	19:55:00	Ho-Ho-Kus	EEUU	Luz
	1	4	2	2025	19:50:00	Carnesville	EEUU	Luz
	30	3	2	2025	21:30:00	Bonnerdale	EEUU	Luz
	30	3	2	2025	19:50:00	Powell	EEUU	Luz
	29	3	2	2025	4:50:00	Red Hook	U.S. Virgin Islands	Luz
	29	2	2	2025	21:45:00	Pembroke Pines	EEUU	Luz
	29	2	2	2025	19:00:00	Maiden	EEUU	Luz
	29	1	2	2025	21:30:00	Greenacres	EEUU	Luz
	29	1	2	2025	21:07:00	Puerto franco	The Bahamas	Luz
	28	1	2	2025	19:45:00	Randolph	EEUU	Luz
	28	30	1	2025	21:30	Guadalupe	México	Luz
	28	30	1	2025	19:42	Duluth	EEUU	Luz
	27	29	1	2025	21:18	El Pozo de Cota	México	Luz
	27	29	1	2025	20:00	Glenbrohane	Irlanda	Luz
	26	29	1	2025	19:45	San Diego	EEUU	Luz
	26	29	1	2025	19:40	Samobor	Croacia	Luz
	26	29	1	2025	9:25	Bloomingdale	EEUU	Luz
	25	28	1	2025	21:00	Thynedale	EEUU	Luz
	25	28	1	2025	20:47	Urbana	EEUU	Luz
	25	28	1	2025	18:48	Loganholme	Australia	Luz
	24	27	1	2025	17:55	Molinos de Nueva York	EEUU	Luz
	23	27	1	2025	4:50	Lago Chain	EEUU	Luz
	23	26	1	2025	22:56	Chattanooga	EEUU	Luz
	23	26	1	2025	18:43	Ash Lake	EEUU	Luz
	23	26	1	2025	9:33	Brasilia	Brasil	Luz
	23	25	1	2025	22:00	Victoria	Canadá	Luz
	21	25	1	2025	19:20	Belleville	EEUU	Luz
	21	25	1	2025	3:00	Roseburg	EEUU	Luz
	21	24	1	2025	17:48	Bolingbrook	EEUU	Luz
	20	23	1	2025	22:10	Port Jefferson	EEUU	Luz
	20	23	1	2025	18:35	Cislago	Italia	Luz
	19	23	1	2025	18:07	Apartadero Johnson	EEUU	Luz
	19	23	1	2025	5:00	Central City	EEUU	Luz
	18	23	1	2025	3:50	Cattaraugus	EEUU	Luz
	18	21	1	2025	19:49	Salem	EEUU	Luz
	16	21	1	2025	5:26	Corvallis	EEUU	Luz
	15	21	1	2025	3:00	Roseburg	EEUU	Luz
	15	20	1	2025	4:30	Almont	EEUU	Luz
	14	20	1	2025	0:30	Collins	EEUU	Luz
	14	19	1	2025	21:47	Koonawarra	Australia	Luz
	13	19	1	2025	11:41	Manton	EEUU	Luz
	13	18	1	2025	6:45	Montpelier	EEUU	Luz
	13	18	1	2025	2:32	Cancún	México	Luz
	13	16	1	2025	19:30	Georgetown	EEUU	Luz
	12	15	1	2025	18:02	Playa Dania	EEUU	Luz
	12	15	1	2025	10:15	Dalkey	Irlanda	Luz
	12	14	1	2025	18:15	Prattsville	EEUU	Luz
	12	14	1	2025	18:14	Palacio de Justicia de Amelia	EEUU	Luz
	10	13	1	2025	21:00	Sarnia	Canadá	Luz
	10	13	1	2025	18:17	Mohnton	EEUU	Luz
	10	13	1	2025	18:10	Augusta	EEUU	Luz
	9	13	1	2025	5:45	Richboro	EEUU	Luz
	9	12	1	2025	22:26:00	Fanano	Italia	Luz
	8	12	1	2025	20:30:00	Meservey	EEUU	Luz
	8	12	1	2025	1:00:00	Akpınar	Turquía	Luz
	8	12	1	2025	0:06:00	Culpeper	EEUU	Luz
	7	10	1	2025	21:00:00	Sioux City	EEUU	Luz
	7	10	1	2025	12:00:00	Jonesboro	EEUU	Luz
	6	10	1	2025	5:58:00	Playa Moss	EEUU	Luz
	4	9	1	2025	22:02:00	Carmel	EEUU	Luz
	4	9	1	2025	20:50:00	Reidsville	EEUU	Luz
	4	8	1	2025	21:30:00	Prineville	EEUU	Luz
	3	8	1	2025	21:07:00	Distrito de Gravataí	Brasil	Luz
	3	8	1	2025	18:30:00	Rogers	EEUU	Luz
	3	7	1	2025	19:30:00	Nueva Esperanza	EEUU	Luz
	2	7	1	2025	18:55:00	Decatur	EEUU	Luz
	2	6	1	2025	23:45:00	Rennes	Francia	Luz
	2	4	1	2025	18:44:00	Clarks Grove	EEUU	Luz
	2	4	1	2025	18:23:00	Madison	EEUU	Luz
	1	4	1	2025	4:45:00	Gatlinburg	EEUU	Luz
	1	3	1	2025	22:00:00	Fort Lauderdale	EEUU	Luz
	1	3	1	2025	20:08:00	Braubach	Alemania	Luz
	31	3	1	2025	17:26:00	Urbanizaciones de Palos Verdes	EEUU	Luz
	31	2	1	2025	22:00:00	Príncipe Eduardo	Canadá	Luz
	31	2	1	2025	20:00:00	Bradford	EEUU	Luz
	31	2	1	2025	18:55:00	No especificado	República Democrática del Congo	Luz
	31	2	1	2025	7:38:00	Winnipeg	Canadá	Luz
	31	1	1	2025	22:00:00	Turgutlu	Turquía	Luz
	31	1	1	2025	16:00:00	Miami	EEUU	Luz
	30	1	1	2025	0:36:00	Nube Blanca	EEUU	Luz
	30	31	12	2024	23:40	Lauwil	Suiza	Luz
	30	31	12	2024	21:33	Dumbarton	Reino Unido	Luz
	30	31	12	2024	19:25	Tornagrain	Reino Unido	Luz
	30	31	12	2024	18:45	Salt Lake City	EEUU	Luz
	30	31	12	2024	17:32	Elizabeth City	EEUU	Luz
	30	31	12	2024	17:20	Colrain	EEUU	Luz
	29	31	12	2024	0:54	Westborough	EEUU	Luz
	29	30	12	2024	22:00	Lauwil	Suiza	Luz
	28	30	12	2024	19:57	Earleville	EEUU	Luz
	27	30	12	2024	19:30	Ciudad Rápida	EEUU	Luz
	27	30	12	2024	18:30	Cape San Blas	EEUU	Luz
	25	30	12	2024	18:27	Marrero	EEUU	Luz
	25	30	12	2024	13:00	Campo Mourão	Brasil	Luz
	25	30	12	2024	3:30	No especificado	Brasil	Luz
	25	29	12	2024	21:17	No especificado	Reino Unido	Luz
	23	29	12	2024	15:00	Belluno	Italia	Luz
	23	28	12	2024	19:23	Berwick	Canadá	Luz
	23	27	12	2024	21:20	No especificado	Brasil	Luz
	22	27	12	2024	17:08	Budapest	Hungría	Luz
	22	25	12	2024	21:34	Feilding	New Zealand	Luz
	21	25	12	2024	20:50	Chełmża	Polonia	Luz
	21	25	12	2024	19:45	Royse City	EEUU	Luz
	20	25	12	2024	18:09	Kilcummin	Irlanda	Luz
	20	23	12	2024	20:10	No especificado	No especificado	Luz
	20	23	12	2024	19:18	Eagle Mountain	EEUU	Luz
	19	23	12	2024	4:30	New City	EEUU	Luz
	19	22	12	2024	21:30	Ballajura	Australia	Luz
	19	22	12	2024	2:10	Ciudad de la Isla del Mar	EEUU	Luz
	19	21	12	2024	20:15	Spencerport	EEUU	Luz
	18	21	12	2024	2:00	No especificado	EEUU	Luz
	18	20	12	2024	19:00	Horsehay	Reino Unido	Luz
	17	20	12	2024	17:30	Birmingham	EEUU	Luz
	17	20	12	2024	7:30	Lone Pine	EEUU	Luz
	17	19	12	2024	20:30	Chelsea	EEUU	Luz
	17	19	12	2024	18:30	Mentor	EEUU	Luz
	16	19	12	2024	17:10	Ciudad Océano	EEUU	Luz
	16	19	12	2024	5:18	Gaywood	Reino Unido	Luz
	16	18	12	2024	21:43	John Day	EEUU	Luz
	15	18	12	2024	17:02	Duluth	EEUU	Luz
	15	17	12	2024	22:00	Isla Hilton Head	EEUU	Luz
	15	17	12	2024	20:40	No especificado	Brasil	Luz
	15	17	12	2024	6:40	Des Moines	EEUU	Luz
	14	17	12	2024	1:03	Nottingham	Reino Unido	Luz
	14	16	12	2024	17:38	Elbert	EEUU	Luz
	14	16	12	2024	17:25	Corolla	EEUU	Luz
	14	16	12	2024	17:14	Oshawa	Canadá	Luz
	14	15	12	2024	20:06	Desierto de Palm	EEUU	Luz
	14	15	12	2024	19:00	Vila Verde	Portugal	Luz
	14	15	12	2024	16:12	Beverly	EEUU	Luz
	14	15	12	2024	14:54	Newport	Reino Unido	Luz
	14	14	12	2024	23:00	Como Sifah	Omán	Luz
	13	14	12	2024	22:00	Fuerte Erie	Canadá	Luz
	13	14	12	2024	21:30	Newton	EEUU	Luz
	13	14	12	2024	18:41	Wilmington	EEUU	Luz
	13	14	12	2024	18:08	Mukilteo	EEUU	Luz
	13	14	12	2024	17:36	Pottstown	EEUU	Luz
	13	14	12	2024	4:18	Warfordsburg	EEUU	Luz
	13	14	12	2024	2:30	Millcreek	EEUU	Luz
	13	14	12	2024	0:47	Conneaut	EEUU	Luz
	13	13	12	2024	23:50	Gastonia	EEUU	Luz
	12	13	12	2024	22:50	Trenton	EEUU	Luz
	12	13	12	2024	20:57	Ciudad de Valencia	Filipinas	Luz
	12	13	12	2024	20:33	Acogedores	EEUU	Luz
	12	13	12	2024	18:58	Londres	Canadá	Luz
	12	13	12	2024	18:10	Vistas agradables	EEUU	Luz
	12	13	12	2024	6:02	Andrews	EEUU	Luz
	12	13	12	2024	4:30	Alpharetta	EEUU	Luz
	11	13	12	2024	4:10	No especificado	Tailandia	Luz
	11	12	12	2024	21:55:00	Dominio Superior	EEUU	Luz
	10	12	12	2024	21:25:00	Cranston	EEUU	Luz
	10	12	12	2024	20:00:00	Gallatin	EEUU	Luz
	10	12	12	2024	19:49:00	Yardley	EEUU	Luz
	9	12	12	2024	18:30:00	York	EEUU	Luz
	9	12	12	2024	17:43:00	Campbell	EEUU	Luz
	9	12	12	2024	17:30:00	Roanoke	EEUU	Luz
	8	11	12	2024	22:10:00	Parma	EEUU	Luz
	8	11	12	2024	18:35:00	Boerne	EEUU	Luz
	8	10	12	2024	20:40:00	Waterford	Irlanda	Luz
	8	10	12	2024	20:00:00	Vancouver	EEUU	Luz
	7	10	12	2024	19:20:00	Parauapebas	Brasil	Luz
	7	9	12	2024	18:50:00	Ciudad del Surf	EEUU	Luz
	7	9	12	2024	17:10:00	Olalla	EEUU	Luz
	7	9	12	2024	6:11:00	Dublín	Irlanda	Luz
	7	8	12	2024	17:30:00	Hubbardston	EEUU	Luz
	7	8	12	2024	3:45:00	Parque Comstock	EEUU	Luz
	6	8	12	2024	2:40:00	No especificado	No especificado	Luz
	6	8	12	2024	1:00:00	Dugway	EEUU	Luz
	6	7	12	2024	23:04:00	Nueva Orleans	EEUU	Luz
	6	7	12	2024	22:00:00	No especificado	Brasil	Luz
	6	7	12	2024	20:50:00	Eugene	EEUU	Luz
	6	7	12	2024	19:55:00	Daajing Giids	Canadá	Luz
	6	7	12	2024	17:50:00	Mosfellsbær	Islandia	Luz
	5	7	12	2024	2:15:00	Costera	EEUU	Luz
	5	6	12	2024	19:00:00	Seattle	EEUU	Luz
	5	6	12	2024	18:57:00	Elk Grove	EEUU	Luz
	5	6	12	2024	18:30:00	Biloxi	EEUU	Luz
	5	6	12	2024	18:15:00	Greensburg	EEUU	Luz
	4	6	12	2024	18:00:00	West Hollywood	EEUU	Luz
	4	6	12	2024	4:05:00	Croswell	EEUU	Luz
	4	6	12	2024	3:45:00	Almont	EEUU	Luz
	3	5	12	2024	22:01:00	Norman	EEUU	Luz
	3	5	12	2024	21:30:00	Hughesville	EEUU	Luz
	3	5	12	2024	18:33:00	Maynard	EEUU	Luz
	3	5	12	2024	18:00:00	Aywaille	Bélgica	Luz
	2	5	12	2024	6:17:00	Newport	EEUU	Luz
	2	4	12	2024	20:12:00	Corbin	EEUU	Luz
	2	4	12	2024	18:23:00	Springfield	EEUU	Luz
	1	4	12	2024	0:28:00	Alsea	EEUU	Luz
	1	3	12	2024	18:00:00	Easton	EEUU	Luz
	1	3	12	2024	17:58:00	Abingdon	EEUU	Luz
	30	3	12	2024	17:10:00	New Hampton	EEUU	Luz
	30	3	12	2024	4:44:00	Portland	EEUU	Luz
	30	2	12	2024	18:30:00	McAlister	EEUU	Luz
	29	2	12	2024	16:20:00	Missoula	EEUU	Luz
	28	2	12	2024	3:45:00	Almont	EEUU	Luz
	27	1	12	2024	16:50:00	Chewelah	EEUU	Luz
	26	1	12	2024	4:08:00	Motueka	New Zealand	Luz
	25	1	12	2024	0:30:00	Tukwila	EEUU	Luz
	25	30	11	2024	21:21	Vila Nova de Cacela	Portugal	Luz
	25	30	11	2024	18:40	New York	EEUU	Luz
	23	30	11	2024	18:25	Toledo	EEUU	Luz
	23	29	11	2024	6:35	Carroll	EEUU	Luz
	21	28	11	2024	21:04	San Angelo	EEUU	Luz
	20	27	11	2024	19:45	Macon	EEUU	Luz
	20	26	11	2024	20:06	Queen Creek	EEUU	Luz
	19	25	11	2024	22:00	Kendallville	EEUU	Luz
	19	25	11	2024	21:00	Waltham	EEUU	Luz
	18	25	11	2024	3:00	McDonald	EEUU	Luz
	18	23	11	2024	21:30	Hierba azul	EEUU	Luz
	17	23	11	2024	19:53	Cranston	EEUU	Luz
	17	21	11	2024	6:05	Williamsburg	EEUU	Luz
	17	20	11	2024	20:00	Aiken	EEUU	Luz
	16	20	11	2024	18:00	Tres Piedras	EEUU	Luz
	16	19	11	2024	20:17	Wilmington	EEUU	Luz
	15	19	11	2024	20:17	Wilmington	EEUU	Luz
	15	18	11	2024	18:24	West Shokan	EEUU	Luz
	15	18	11	2024	2:20	Carson	EEUU	Luz
	15	17	11	2024	19:30	Saint Clair	EEUU	Luz
	14	17	11	2024	18:47	Marganell	España	Luz
	13	17	11	2024	18:02	Pripiceni-Răzeși	Moldavia	Luz
	13	16	11	2024	19:21	Eastleigh	Reino Unido	Luz
	13	16	11	2024	19:10	Eastport	EEUU	Luz
	12	15	11	2024	19:00	No especificado	Brasil	Luz
	12	15	11	2024	18:35	Walkersville	EEUU	Luz
	12	15	11	2024	17:11	Greenfield	EEUU	Luz
	11	15	11	2024	4:00	Frisco	EEUU	Luz
	11	14	11	2024	20:30	Caldwell	EEUU	Luz
	11	13	11	2024	22:02	Woonsocket	EEUU	Luz
	11	13	11	2024	19:30	Nottingham	EEUU	Luz
	10	13	11	2024	18:50	Fondeadero	EEUU	Luz
	10	12	11	2024	19:10:00	Vendas Novas	Portugal	Luz
	10	12	11	2024	19:00:00	Rey Jorge	EEUU	Luz
	9	12	11	2024	1:00:00	Winfield	EEUU	Luz
	7	11	11	2024	19:16:00	Pawtucket	EEUU	Luz
	7	11	11	2024	5:55:00	Blackburn	Reino Unido	Luz
	7	11	11	2024	4:00:00	Sherwood	EEUU	Luz
	7	11	11	2024	2:14:00	Filadelfia	EEUU	Luz
	5	10	11	2024	22:20:00	Sevierville	EEUU	Luz
	4	10	11	2024	19:00:00	Carroll	EEUU	Luz
	4	10	11	2024	5:45:00	Southington	EEUU	Luz
	3	9	11	2024	19:05:00	Buffalo	EEUU	Luz
	3	7	11	2024	23:00:00	Bruchköbel	Alemania	Luz
	2	7	11	2024	18:15:00	Garfield	EEUU	Luz
	2	7	11	2024	4:16:00	Monte Betel	EEUU	Luz
	2	7	11	2024	4:15:00	Cabo Palliser	Nueva Zelanda	Luz
	1	5	11	2024	9:33:00	Chepes	Argentina	Luz
	1	4	11	2024	20:25:00	Chillowista	EEUU	Luz
	1	4	11	2024	18:20:00	Boardman	EEUU	Luz
	1	3	11	2024	19:27:00	Franklinton	EEUU	Luz
	1	3	11	2024	3:30:00	Arlington	EEUU	Luz
	1	2	11	2024	20:00:00	Asunción	Paraguay	Luz
	31	2	11	2024	19:53:00	Fuerte Liberty	EEUU	Luz
	31	2	11	2024	19:19:00	Rameh	Israel	Luz
	30	1	11	2024	22:28:00	Knoxville	EEUU	Luz
	29	1	11	2024	21:45:00	Parrish	EEUU	Luz
	29	1	11	2024	21:20:00	Lakeview	EEUU	Luz
	28	1	11	2024	21:10:00	Milán	EEUU	Luz
	27	1	11	2024	8:13:00	Seaford	EEUU	Luz
	27	1	11	2024	1:05:00	Wausau	EEUU	Luz
	26	31	10	2024	20:45	Henderson	EEUU	Luz
	26	31	10	2024	20:43	Aurora	EEUU	Luz
	26	30	10	2024	6:40	Redcliff	Canadá	Luz
	25	29	10	2024	22:00	No especificado	No especificado	Luz
	25	29	10	2024	7:48	Hermiston	EEUU	Luz
	24	28	10	2024	20:36	Peoria	EEUU	Luz
	24	27	10	2024	13:15	St Albans	Reino Unido	Luz
	24	27	10	2024	7:00	Nyssa	EEUU	Luz
	24	26	10	2024	19:59	Corcoran	EEUU	Luz
	23	26	10	2024	19:14	Victor	EEUU	Luz
	21	26	10	2024	3:15	Minneapolis	EEUU	Luz
	20	25	10	2024	22:57	Indianápolis	EEUU	Luz
	20	25	10	2024	13:09	Clinton	EEUU	Luz
	20	24	10	2024	23:05	Slough	Reino Unido	Luz
	19	24	10	2024	19:30	Kisléta	Hungría	Luz
	19	24	10	2024	11:32	Ellabell	EEUU	Luz
	19	24	10	2024	3:00	Tacoma	EEUU	Luz
	18	23	10	2024	19:35	Reunión de Plymouth	EEUU	Luz
	18	21	10	2024	1:00	Norman	EEUU	Luz
	18	20	10	2024	21:55	Gallup	EEUU	Luz
	17	20	10	2024	19:16	Titus	EEUU	Luz
	17	20	10	2024	18:05	Easley	EEUU	Luz
	17	19	10	2024	20:00	Valle de Spring	EEUU	Luz
	16	19	10	2024	19:18	Methil	Reino Unido	Luz
	15	19	10	2024	0:03	Morley	EEUU	Luz
	14	18	10	2024	19:31	Winthrop	EEUU	Luz
	12	18	10	2024	8:15	Cataratas de Idaho	EEUU	Luz
	12	18	10	2024	2:30	Bookara	Australia	Luz
	11	17	10	2024	18:50	Manantiales Tarpon	EEUU	Luz
	10	17	10	2024	6:45	Aurora	EEUU	Luz
	10	17	10	2024	5:23	Salem	EEUU	Luz
	9	16	10	2024	20:00	Manantiales Oceánicos	EEUU	Luz
	8	15	10	2024	18:30	Casa Grande	EEUU	Luz
	7	14	10	2024	23:04	Bixby	EEUU	Luz
	6	12	10	2024	23:58:00	Alva	EEUU	Luz
	5	12	10	2024	20:45:00	Laurel	EEUU	Luz
	4	11	10	2024	23:26:00	Wamuran	Australia	Luz
	4	10	10	2024	22:00:00	Whitemarsh Island	EEUU	Luz
	3	10	10	2024	20:53:00	Taylorsville	EEUU	Luz
	3	9	10	2024	19:53:00	Zagreb	Croacia	Luz
	2	8	10	2024	19:45:00	Flat Iron	EEUU	Luz
	2	7	10	2024	20:08:00	Lebanon	EEUU	Luz
	2	6	10	2024	8:00:00	Waldport	EEUU	Luz
	1	5	10	2024	21:03:00	Kasoag	EEUU	Luz
	30	4	10	2024	22:00:00	West Jefferson	EEUU	Luz
	30	4	10	2024	15:10:00	South Ockendon	Reino Unido	Luz
	30	3	10	2024	19:19:00	Whitehaven	Reino Unido	Luz
	28	3	10	2024	19:15:00	Mechanicsburg	EEUU	Luz
	26	2	10	2024	23:26:00	Decatur	EEUU	Luz
	26	2	10	2024	21:32:00	Palmira	EEUU	Luz
	25	2	10	2024	3:30:00	Almont	EEUU	Luz
	24	1	10	2024	19:30:00	Arivaca	EEUU	Luz
	24	30	9	2024	21:00	Indianápolis	EEUU	Luz
	22	30	9	2024	19:59	Edgewood	EEUU	Luz
	21	30	9	2024	19:30	Yuma	EEUU	Luz
	21	28	9	2024	3:22	Kingman	EEUU	Luz
	21	26	9	2024	4:05	Marysville	EEUU	Luz
	21	26	9	2024	1:00	Mc Leod	EEUU	Luz
	19	25	9	2024	20:26	Appleton	EEUU	Luz
	19	24	9	2024	20:05	Bemidji	EEUU	Luz
	18	24	9	2024	19:27	Teec Nos Pos	EEUU	Luz
	18	22	9	2024	18:00	Pasadena	EEUU	Luz
	17	21	9	2024	22:55	Sonido de Parada	Canadá	Luz
	17	21	9	2024	22:30	Lago Ann	EEUU	Luz
	16	21	9	2024	8:56	Ypsilanti	EEUU	Luz
	16	21	9	2024	0:50	Aliquippa	EEUU	Luz
	16	19	9	2024	5:40	No especificado	EEUU	Luz
	14	19	9	2024	5:20	Anniston	EEUU	Luz
	14	18	9	2024	22:15	Arley	EEUU	Luz
	14	18	9	2024	2:00	Lago Salado Norte	EEUU	Luz
	14	17	9	2024	20:10	Pecos	EEUU	Luz
	13	17	9	2024	4:51	Casa Grande	EEUU	Luz
	12	16	9	2024	21:03	Davenport	EEUU	Luz
	12	16	9	2024	20:10	Burlington	EEUU	Luz
	12	16	9	2024	0:15	Newcastle	EEUU	Luz
	12	14	9	2024	22:30	Este de Los Ángeles	EEUU	Luz
	10	14	9	2024	21:30	Mescal	EEUU	Luz
	10	14	9	2024	20:30	Mancos	EEUU	Luz
	8	14	9	2024	20:29	Clairton	EEUU	Luz
	6	13	9	2024	21:27	Snohomish	EEUU	Luz
	5	12	9	2024	20:00:00	No especificado	Sudán del Sur	Luz
	5	12	9	2024	19:27:00	Braunschweig	Alemania	Luz
	3	12	9	2024	6:40:00	Fishers	EEUU	Luz
	2	12	9	2024	5:39:00	Ciudad de Chisago	EEUU	Luz
	2	10	9	2024	21:01:00	Londres	Canadá	Luz
	1	10	9	2024	5:32:00	Washington	EEUU	Luz
	30	8	9	2024	22:05:00	Avalon	EEUU	Luz
	30	6	9	2024	21:50:00	Benson	EEUU	Luz
